produktionsslag	månad	Eltillförsel netto, GWh
mottryck, industriellt	2013M02	524
mottryck, industriellt	2013M03	586
mottryck, industriellt	2013M04	492
mottryck, industriellt	2013M05	473
mottryck, industriellt	2013M06	449
mottryck, industriellt	2013M07	519
mottryck, industriellt	2013M08	473
mottryck, industriellt	2013M09	438
mottryck, industriellt	2013M10	433
mottryck, industriellt	2013M11	466
mottryck, industriellt	2013M12	531
mottryck, industriellt	2014M01	509
mottryck, industriellt	2014M02	471
mottryck, industriellt	2014M03	513
mottryck, industriellt	2014M04	477
mottryck, industriellt	2014M05	464
mottryck, industriellt	2014M06	485
mottryck, industriellt	2014M07	498
mottryck, industriellt	2014M08	503
mottryck, industriellt	2014M09	435
mottryck, industriellt	2014M10	485
mottryck, industriellt	2014M11	486
mottryck, industriellt	2014M12	590
mottryck, industriellt	2015M01	599
mottryck, industriellt	2015M02	532
mottryck, industriellt	2015M03	580
mottryck, industriellt	2015M04	448
mottryck, industriellt	2015M05	516
mottryck, industriellt	2015M06	489
mottryck, industriellt	2015M07	491
mottryck, industriellt	2015M08	511
mottryck, industriellt	2015M09	432
mottryck, industriellt	2015M10	456
mottryck, industriellt	2015M11	453
mottryck, industriellt	2015M12	520
mottryck, industriellt	2016M01	533
mottryck, industriellt	2016M02	510
mottryck, industriellt	2016M03	539
mottryck, industriellt	2016M04	502
mottryck, industriellt	2016M05	440
mottryck, industriellt	2016M06	452
mottryck, industriellt	2016M07	493
mottryck, industriellt	2016M08	483
mottryck, industriellt	2016M09	434
mottryck, industriellt	2016M10	456
mottryck, industriellt	2016M11	516
mottryck, industriellt	2016M12	531
mottryck, industriellt	2017M01	568
mottryck, industriellt	2017M02	524
mottryck, industriellt	2017M03	535
mottryck, industriellt	2017M04	508
mottryck, industriellt	2017M05	468
mottryck, industriellt	2017M06	489
mottryck, industriellt	2017M07	529
mottryck, industriellt	2017M08	505
mottryck, industriellt	2017M09	448
mottryck, industriellt	2017M10	462
mottryck, industriellt	2017M11	447
mottryck, industriellt	2017M12	568
mottryck, industriellt	2018M01	572
mottryck, industriellt	2018M02	501
mottryck, industriellt	2018M03	514
mottryck, industriellt	2018M04	461
mottryck, industriellt	2018M05	456
mottryck, industriellt	2018M06	468
mottryck, industriellt	2018M07	486
mottryck, industriellt	2018M08	510
mottryck, industriellt	2018M09	446
mottryck, industriellt	2018M10	395
mottryck, industriellt	2018M11	516
mottryck, industriellt	2018M12	608
mottryck, industriellt	2019M01	587
mottryck, industriellt	2019M02	532
mottryck, industriellt	2019M03	607
mottryck, industriellt	2019M04	580
mottryck, industriellt	2019M05	517
mottryck, industriellt	2019M06	549
mottryck, industriellt	2019M07	576
mottryck, industriellt	2019M08	561
mottryck, industriellt	2019M09	499
mottryck, industriellt	2019M10	443
mottryck, industriellt	2019M11	569
mottryck, industriellt	2019M12	608
mottryck, industriellt	2020M01	618
mottryck, industriellt	2020M02	524
mottryck, industriellt	2020M03	529
mottryck, industriellt	2020M04	512
mottryck, industriellt	2020M05	530
mottryck, industriellt	2020M06	500
mottryck, industriellt	2020M07	471
mottryck, industriellt	2020M08	490
mottryck, industriellt	2020M09	478
mottryck, industriellt	2020M10	405
mottryck, industriellt	2020M11	472
mottryck, industriellt	2020M12	547
mottryck, kraftvärmeverk	1974M01	..
mottryck, kraftvärmeverk	1974M02	..
mottryck, kraftvärmeverk	1974M03	..
mottryck, kraftvärmeverk	1974M04	..
mottryck, kraftvärmeverk	1974M05	..
mottryck, kraftvärmeverk	1974M06	..
mottryck, kraftvärmeverk	1974M07	..
mottryck, kraftvärmeverk	1974M08	..
mottryck, kraftvärmeverk	1974M09	..
mottryck, kraftvärmeverk	1974M10	..
mottryck, kraftvärmeverk	1974M11	..
mottryck, kraftvärmeverk	1974M12	..
mottryck, kraftvärmeverk	1975M01	..
mottryck, kraftvärmeverk	1975M02	..
mottryck, kraftvärmeverk	1975M03	..
mottryck, kraftvärmeverk	1975M04	..
mottryck, kraftvärmeverk	1975M05	..
mottryck, kraftvärmeverk	1975M06	..
mottryck, kraftvärmeverk	1975M07	..
mottryck, kraftvärmeverk	1975M08	..
mottryck, kraftvärmeverk	1975M09	..
mottryck, kraftvärmeverk	1975M10	..
mottryck, kraftvärmeverk	1975M11	..
mottryck, kraftvärmeverk	1975M12	..
mottryck, kraftvärmeverk	1976M01	521
mottryck, kraftvärmeverk	1976M02	460
mottryck, kraftvärmeverk	1976M03	506
mottryck, kraftvärmeverk	1976M04	351
mottryck, kraftvärmeverk	1976M05	152
mottryck, kraftvärmeverk	1976M06	67
mottryck, kraftvärmeverk	1976M07	18
mottryck, kraftvärmeverk	1976M08	68
mottryck, kraftvärmeverk	1976M09	226
mottryck, kraftvärmeverk	1976M10	389
mottryck, kraftvärmeverk	1976M11	497
mottryck, kraftvärmeverk	1976M12	637
mottryck, kraftvärmeverk	1977M01	690
mottryck, kraftvärmeverk	1977M02	653
mottryck, kraftvärmeverk	1977M03	609
mottryck, kraftvärmeverk	1977M04	507
mottryck, kraftvärmeverk	1977M05	179
mottryck, kraftvärmeverk	1977M06	43
mottryck, kraftvärmeverk	1977M07	41
mottryck, kraftvärmeverk	1977M08	98
mottryck, kraftvärmeverk	1977M09	262
mottryck, kraftvärmeverk	1977M10	346
mottryck, kraftvärmeverk	1977M11	509
mottryck, kraftvärmeverk	1977M12	667
mottryck, kraftvärmeverk	1978M01	671
mottryck, kraftvärmeverk	1978M02	743
mottryck, kraftvärmeverk	1978M03	693
mottryck, kraftvärmeverk	1978M04	535
mottryck, kraftvärmeverk	1978M05	268
mottryck, kraftvärmeverk	1978M06	64
mottryck, kraftvärmeverk	1978M07	41
mottryck, kraftvärmeverk	1978M08	103
mottryck, kraftvärmeverk	1978M09	309
mottryck, kraftvärmeverk	1978M10	444
mottryck, kraftvärmeverk	1978M11	525
mottryck, kraftvärmeverk	1978M12	856
mottryck, kraftvärmeverk	1979M01	907
mottryck, kraftvärmeverk	1979M02	806
mottryck, kraftvärmeverk	1979M03	733
mottryck, kraftvärmeverk	1979M04	566
mottryck, kraftvärmeverk	1979M05	271
mottryck, kraftvärmeverk	1979M06	48
mottryck, kraftvärmeverk	1979M07	25
mottryck, kraftvärmeverk	1979M08	44
mottryck, kraftvärmeverk	1979M09	65
mottryck, kraftvärmeverk	1979M10	269
mottryck, kraftvärmeverk	1979M11	563
mottryck, kraftvärmeverk	1979M12	685
mottryck, kraftvärmeverk	1980M01	814
mottryck, kraftvärmeverk	1980M02	807
mottryck, kraftvärmeverk	1980M03	868
mottryck, kraftvärmeverk	1980M04	496
mottryck, kraftvärmeverk	1980M05	119
mottryck, kraftvärmeverk	1980M06	55
mottryck, kraftvärmeverk	1980M07	16
mottryck, kraftvärmeverk	1980M08	81
mottryck, kraftvärmeverk	1980M09	211
mottryck, kraftvärmeverk	1980M10	474
mottryck, kraftvärmeverk	1980M11	608
mottryck, kraftvärmeverk	1980M12	478
mottryck, kraftvärmeverk	1981M01	585
mottryck, kraftvärmeverk	1981M02	207
mottryck, kraftvärmeverk	1981M03	308
mottryck, kraftvärmeverk	1981M04	40
mottryck, kraftvärmeverk	1981M05	29
mottryck, kraftvärmeverk	1981M06	2
mottryck, kraftvärmeverk	1981M07	3
mottryck, kraftvärmeverk	1981M08	3
mottryck, kraftvärmeverk	1981M09	16
mottryck, kraftvärmeverk	1981M10	38
mottryck, kraftvärmeverk	1981M11	117
mottryck, kraftvärmeverk	1981M12	351
mottryck, kraftvärmeverk	1982M01	561
mottryck, kraftvärmeverk	1982M02	486
mottryck, kraftvärmeverk	1982M03	332
mottryck, kraftvärmeverk	1982M04	41
mottryck, kraftvärmeverk	1982M05	34
mottryck, kraftvärmeverk	1982M06	22
mottryck, kraftvärmeverk	1982M07	20
mottryck, kraftvärmeverk	1982M08	40
mottryck, kraftvärmeverk	1982M09	71
mottryck, kraftvärmeverk	1982M10	119
mottryck, kraftvärmeverk	1982M11	155
mottryck, kraftvärmeverk	1982M12	170
mottryck, kraftvärmeverk	1983M01	79
mottryck, kraftvärmeverk	1983M02	117
mottryck, kraftvärmeverk	1983M03	89
mottryck, kraftvärmeverk	1983M04	87
mottryck, kraftvärmeverk	1983M05	52
mottryck, kraftvärmeverk	1983M06	31
mottryck, kraftvärmeverk	1983M07	13
mottryck, kraftvärmeverk	1983M08	24
mottryck, kraftvärmeverk	1983M09	37
mottryck, kraftvärmeverk	1983M10	47
mottryck, kraftvärmeverk	1983M11	97
mottryck, kraftvärmeverk	1983M12	124
mottryck, kraftvärmeverk	1984M01	175
mottryck, kraftvärmeverk	1984M02	111
mottryck, kraftvärmeverk	1984M03	131
mottryck, kraftvärmeverk	1984M04	123
mottryck, kraftvärmeverk	1984M05	62
mottryck, kraftvärmeverk	1984M06	35
mottryck, kraftvärmeverk	1984M07	4
mottryck, kraftvärmeverk	1984M08	6
mottryck, kraftvärmeverk	1984M09	49
mottryck, kraftvärmeverk	1984M10	54
mottryck, kraftvärmeverk	1984M11	135
mottryck, kraftvärmeverk	1984M12	177
mottryck, kraftvärmeverk	1985M01	550
mottryck, kraftvärmeverk	1985M02	621
mottryck, kraftvärmeverk	1985M03	426
mottryck, kraftvärmeverk	1985M04	423
mottryck, kraftvärmeverk	1985M05	196
mottryck, kraftvärmeverk	1985M06	69
mottryck, kraftvärmeverk	1985M07	26
mottryck, kraftvärmeverk	1985M08	24
mottryck, kraftvärmeverk	1985M09	48
mottryck, kraftvärmeverk	1985M10	91
mottryck, kraftvärmeverk	1985M11	250
mottryck, kraftvärmeverk	1985M12	466
mottryck, kraftvärmeverk	1986M01	611
mottryck, kraftvärmeverk	1986M02	687
mottryck, kraftvärmeverk	1986M03	533
mottryck, kraftvärmeverk	1986M04	365
mottryck, kraftvärmeverk	1986M05	50
mottryck, kraftvärmeverk	1986M06	21
mottryck, kraftvärmeverk	1986M07	21
mottryck, kraftvärmeverk	1986M08	62
mottryck, kraftvärmeverk	1986M09	150
mottryck, kraftvärmeverk	1986M10	250
mottryck, kraftvärmeverk	1986M11	319
mottryck, kraftvärmeverk	1986M12	374
mottryck, kraftvärmeverk	1987M01	737
mottryck, kraftvärmeverk	1987M02	412
mottryck, kraftvärmeverk	1987M03	630
mottryck, kraftvärmeverk	1987M04	311
mottryck, kraftvärmeverk	1987M05	117
mottryck, kraftvärmeverk	1987M06	49
mottryck, kraftvärmeverk	1987M07	11
mottryck, kraftvärmeverk	1987M08	30
mottryck, kraftvärmeverk	1987M09	60
mottryck, kraftvärmeverk	1987M10	99
mottryck, kraftvärmeverk	1987M11	242
mottryck, kraftvärmeverk	1987M12	467
mottryck, kraftvärmeverk	1988M01	386
mottryck, kraftvärmeverk	1988M02	349
mottryck, kraftvärmeverk	1988M03	374
mottryck, kraftvärmeverk	1988M04	223
mottryck, kraftvärmeverk	1988M05	70
mottryck, kraftvärmeverk	1988M06	16
mottryck, kraftvärmeverk	1988M07	7
mottryck, kraftvärmeverk	1988M08	26
mottryck, kraftvärmeverk	1988M09	48
mottryck, kraftvärmeverk	1988M10	125
mottryck, kraftvärmeverk	1988M11	473
mottryck, kraftvärmeverk	1988M12	637
mottryck, kraftvärmeverk	1989M01	452
mottryck, kraftvärmeverk	1989M02	280
mottryck, kraftvärmeverk	1989M03	209
mottryck, kraftvärmeverk	1989M04	111
mottryck, kraftvärmeverk	1989M05	45
mottryck, kraftvärmeverk	1989M06	20
mottryck, kraftvärmeverk	1989M07	4
mottryck, kraftvärmeverk	1989M08	26
mottryck, kraftvärmeverk	1989M09	43
mottryck, kraftvärmeverk	1989M10	127
mottryck, kraftvärmeverk	1989M11	322
mottryck, kraftvärmeverk	1989M12	504
mottryck, kraftvärmeverk	1990M01	496
mottryck, kraftvärmeverk	1990M02	277
mottryck, kraftvärmeverk	1990M03	193
mottryck, kraftvärmeverk	1990M04	105
mottryck, kraftvärmeverk	1990M05	50
mottryck, kraftvärmeverk	1990M06	29
mottryck, kraftvärmeverk	1990M07	17
mottryck, kraftvärmeverk	1990M08	30
mottryck, kraftvärmeverk	1990M09	65
mottryck, kraftvärmeverk	1990M10	152
mottryck, kraftvärmeverk	1990M11	313
mottryck, kraftvärmeverk	1990M12	494
mottryck, kraftvärmeverk	1991M01	439
mottryck, kraftvärmeverk	1991M02	424
mottryck, kraftvärmeverk	1991M03	379
mottryck, kraftvärmeverk	1991M04	227
mottryck, kraftvärmeverk	1991M05	161
mottryck, kraftvärmeverk	1991M06	60
mottryck, kraftvärmeverk	1991M07	17
mottryck, kraftvärmeverk	1991M08	26
mottryck, kraftvärmeverk	1991M09	100
mottryck, kraftvärmeverk	1991M10	262
mottryck, kraftvärmeverk	1991M11	478
mottryck, kraftvärmeverk	1991M12	670
mottryck, kraftvärmeverk	1992M01	570
mottryck, kraftvärmeverk	1992M02	468
mottryck, kraftvärmeverk	1992M03	336
mottryck, kraftvärmeverk	1992M04	268
mottryck, kraftvärmeverk	1992M05	90
mottryck, kraftvärmeverk	1992M06	19
mottryck, kraftvärmeverk	1992M07	12
mottryck, kraftvärmeverk	1992M08	24
mottryck, kraftvärmeverk	1992M09	51
mottryck, kraftvärmeverk	1992M10	369
mottryck, kraftvärmeverk	1992M11	588
mottryck, kraftvärmeverk	1992M12	710
mottryck, kraftvärmeverk	1993M01	737
mottryck, kraftvärmeverk	1993M02	645
mottryck, kraftvärmeverk	1993M03	538
mottryck, kraftvärmeverk	1993M04	312
mottryck, kraftvärmeverk	1993M05	56
mottryck, kraftvärmeverk	1993M06	32
mottryck, kraftvärmeverk	1993M07	13
mottryck, kraftvärmeverk	1993M08	29
mottryck, kraftvärmeverk	1993M09	122
mottryck, kraftvärmeverk	1993M10	345
mottryck, kraftvärmeverk	1993M11	647
mottryck, kraftvärmeverk	1993M12	741
mottryck, kraftvärmeverk	1994M01	798
mottryck, kraftvärmeverk	1994M02	835
mottryck, kraftvärmeverk	1994M03	761
mottryck, kraftvärmeverk	1994M04	400
mottryck, kraftvärmeverk	1994M05	114
mottryck, kraftvärmeverk	1994M06	45
mottryck, kraftvärmeverk	1994M07	13
mottryck, kraftvärmeverk	1994M08	32
mottryck, kraftvärmeverk	1994M09	105
mottryck, kraftvärmeverk	1994M10	330
mottryck, kraftvärmeverk	1994M11	506
mottryck, kraftvärmeverk	1994M12	668
mottryck, kraftvärmeverk	1995M01	797
mottryck, kraftvärmeverk	1995M02	706
mottryck, kraftvärmeverk	1995M03	714
mottryck, kraftvärmeverk	1995M04	452
mottryck, kraftvärmeverk	1995M05	176
mottryck, kraftvärmeverk	1995M06	19
mottryck, kraftvärmeverk	1995M07	11
mottryck, kraftvärmeverk	1995M08	22
mottryck, kraftvärmeverk	1995M09	136
mottryck, kraftvärmeverk	1995M10	248
mottryck, kraftvärmeverk	1995M11	601
mottryck, kraftvärmeverk	1995M12	800
mottryck, kraftvärmeverk	1996M01	867
mottryck, kraftvärmeverk	1996M02	815
mottryck, kraftvärmeverk	1996M03	805
mottryck, kraftvärmeverk	1996M04	486
mottryck, kraftvärmeverk	1996M05	260
mottryck, kraftvärmeverk	1996M06	49
mottryck, kraftvärmeverk	1996M07	35
mottryck, kraftvärmeverk	1996M08	48
mottryck, kraftvärmeverk	1996M09	194
mottryck, kraftvärmeverk	1996M10	354
mottryck, kraftvärmeverk	1996M11	637
mottryck, kraftvärmeverk	1996M12	884
mottryck, kraftvärmeverk	1997M01	863
mottryck, kraftvärmeverk	1997M02	733
mottryck, kraftvärmeverk	1997M03	683
mottryck, kraftvärmeverk	1997M04	461
mottryck, kraftvärmeverk	1997M05	166
mottryck, kraftvärmeverk	1997M06	28
mottryck, kraftvärmeverk	1997M07	8
mottryck, kraftvärmeverk	1997M08	16
mottryck, kraftvärmeverk	1997M09	85
mottryck, kraftvärmeverk	1997M10	328
mottryck, kraftvärmeverk	1997M11	579
mottryck, kraftvärmeverk	1997M12	822
mottryck, kraftvärmeverk	1998M01	816
mottryck, kraftvärmeverk	1998M02	721
mottryck, kraftvärmeverk	1998M03	785
mottryck, kraftvärmeverk	1998M04	514
mottryck, kraftvärmeverk	1998M05	138
mottryck, kraftvärmeverk	1998M06	64
mottryck, kraftvärmeverk	1998M07	11
mottryck, kraftvärmeverk	1998M08	32
mottryck, kraftvärmeverk	1998M09	100
mottryck, kraftvärmeverk	1998M10	301
mottryck, kraftvärmeverk	1998M11	759
mottryck, kraftvärmeverk	1998M12	843
mottryck, kraftvärmeverk	1999M01	872
mottryck, kraftvärmeverk	1999M02	843
mottryck, kraftvärmeverk	1999M03	757
mottryck, kraftvärmeverk	1999M04	354
mottryck, kraftvärmeverk	1999M05	171
mottryck, kraftvärmeverk	1999M06	35
mottryck, kraftvärmeverk	1999M07	14
mottryck, kraftvärmeverk	1999M08	38
mottryck, kraftvärmeverk	1999M09	61
mottryck, kraftvärmeverk	1999M10	250
mottryck, kraftvärmeverk	1999M11	523
mottryck, kraftvärmeverk	1999M12	852
mottryck, kraftvärmeverk	2000M01	859
mottryck, kraftvärmeverk	2000M02	766
mottryck, kraftvärmeverk	2000M03	704
mottryck, kraftvärmeverk	2000M04	383
mottryck, kraftvärmeverk	2000M05	141
mottryck, kraftvärmeverk	2000M06	59
mottryck, kraftvärmeverk	2000M07	22
mottryck, kraftvärmeverk	2000M08	36
mottryck, kraftvärmeverk	2000M09	115
mottryck, kraftvärmeverk	2000M10	189
mottryck, kraftvärmeverk	2000M11	386
mottryck, kraftvärmeverk	2000M12	571
mottryck, kraftvärmeverk	2001M01	760
mottryck, kraftvärmeverk	2001M02	754
mottryck, kraftvärmeverk	2001M03	764
mottryck, kraftvärmeverk	2001M04	467
mottryck, kraftvärmeverk	2001M05	142
mottryck, kraftvärmeverk	2001M06	73
mottryck, kraftvärmeverk	2001M07	34
mottryck, kraftvärmeverk	2001M08	30
mottryck, kraftvärmeverk	2001M09	107
mottryck, kraftvärmeverk	2001M10	224
mottryck, kraftvärmeverk	2001M11	607
mottryck, kraftvärmeverk	2001M12	811
mottryck, kraftvärmeverk	2002M01	787
mottryck, kraftvärmeverk	2002M02	617
mottryck, kraftvärmeverk	2002M03	634
mottryck, kraftvärmeverk	2002M04	379
mottryck, kraftvärmeverk	2002M05	150
mottryck, kraftvärmeverk	2002M06	54
mottryck, kraftvärmeverk	2002M07	41
mottryck, kraftvärmeverk	2002M08	40
mottryck, kraftvärmeverk	2002M09	135
mottryck, kraftvärmeverk	2002M10	525
mottryck, kraftvärmeverk	2002M11	853
mottryck, kraftvärmeverk	2002M12	1211
mottryck, kraftvärmeverk	2003M01	1146
mottryck, kraftvärmeverk	2003M02	1040
mottryck, kraftvärmeverk	2003M03	815
mottryck, kraftvärmeverk	2003M04	587
mottryck, kraftvärmeverk	2003M05	248
mottryck, kraftvärmeverk	2003M06	93
mottryck, kraftvärmeverk	2003M07	55
mottryck, kraftvärmeverk	2003M08	57
mottryck, kraftvärmeverk	2003M09	122
mottryck, kraftvärmeverk	2003M10	565
mottryck, kraftvärmeverk	2003M11	752
mottryck, kraftvärmeverk	2003M12	926
mottryck, kraftvärmeverk	2004M01	1165
mottryck, kraftvärmeverk	2004M02	971
mottryck, kraftvärmeverk	2004M03	960
mottryck, kraftvärmeverk	2004M04	618
mottryck, kraftvärmeverk	2004M05	261
mottryck, kraftvärmeverk	2004M06	119
mottryck, kraftvärmeverk	2004M07	76
mottryck, kraftvärmeverk	2004M08	86
mottryck, kraftvärmeverk	2004M09	232
mottryck, kraftvärmeverk	2004M10	559
mottryck, kraftvärmeverk	2004M11	808
mottryck, kraftvärmeverk	2004M12	908
mottryck, kraftvärmeverk	2005M01	894
mottryck, kraftvärmeverk	2005M02	954
mottryck, kraftvärmeverk	2005M03	922
mottryck, kraftvärmeverk	2005M04	625
mottryck, kraftvärmeverk	2005M05	385
mottryck, kraftvärmeverk	2005M06	148
mottryck, kraftvärmeverk	2005M07	76
mottryck, kraftvärmeverk	2005M08	96
mottryck, kraftvärmeverk	2005M09	176
mottryck, kraftvärmeverk	2005M10	421
mottryck, kraftvärmeverk	2005M11	638
mottryck, kraftvärmeverk	2005M12	980
mottryck, kraftvärmeverk	2006M01	1088
mottryck, kraftvärmeverk	2006M02	1004
mottryck, kraftvärmeverk	2006M03	1094
mottryck, kraftvärmeverk	2006M04	672
mottryck, kraftvärmeverk	2006M05	341
mottryck, kraftvärmeverk	2006M06	136
mottryck, kraftvärmeverk	2006M07	99
mottryck, kraftvärmeverk	2006M08	122
mottryck, kraftvärmeverk	2006M09	200
mottryck, kraftvärmeverk	2006M10	527
mottryck, kraftvärmeverk	2006M11	855
mottryck, kraftvärmeverk	2006M12	806
mottryck, kraftvärmeverk	2007M01	1014
mottryck, kraftvärmeverk	2007M02	1042
mottryck, kraftvärmeverk	2007M03	800
mottryck, kraftvärmeverk	2007M04	652
mottryck, kraftvärmeverk	2007M05	432
mottryck, kraftvärmeverk	2007M06	168
mottryck, kraftvärmeverk	2007M07	101
mottryck, kraftvärmeverk	2007M08	110
mottryck, kraftvärmeverk	2007M09	236
mottryck, kraftvärmeverk	2007M10	582
mottryck, kraftvärmeverk	2007M11	952
mottryck, kraftvärmeverk	2007M12	1046
mottryck, kraftvärmeverk	2008M01	1025
mottryck, kraftvärmeverk	2008M02	901
mottryck, kraftvärmeverk	2008M03	901
mottryck, kraftvärmeverk	2008M04	613
mottryck, kraftvärmeverk	2008M05	384
mottryck, kraftvärmeverk	2008M06	181
mottryck, kraftvärmeverk	2008M07	121
mottryck, kraftvärmeverk	2008M08	130
mottryck, kraftvärmeverk	2008M09	343
mottryck, kraftvärmeverk	2008M10	622
mottryck, kraftvärmeverk	2008M11	930
mottryck, kraftvärmeverk	2008M12	1061
mottryck, kraftvärmeverk	2009M01	1260
mottryck, kraftvärmeverk	2009M02	1185
mottryck, kraftvärmeverk	2009M03	1178
mottryck, kraftvärmeverk	2009M04	626
mottryck, kraftvärmeverk	2009M05	521
mottryck, kraftvärmeverk	2009M06	324
mottryck, kraftvärmeverk	2009M07	196
mottryck, kraftvärmeverk	2009M08	222
mottryck, kraftvärmeverk	2009M09	396
mottryck, kraftvärmeverk	2009M10	905
mottryck, kraftvärmeverk	2009M11	974
mottryck, kraftvärmeverk	2009M12	1528
mottryck, kraftvärmeverk	2010M01	1730
mottryck, kraftvärmeverk	2010M02	1639
mottryck, kraftvärmeverk	2010M03	1540
mottryck, kraftvärmeverk	2010M04	1106
mottryck, kraftvärmeverk	2010M05	616
mottryck, kraftvärmeverk	2010M06	349
mottryck, kraftvärmeverk	2010M07	135
mottryck, kraftvärmeverk	2010M08	146
mottryck, kraftvärmeverk	2010M09	366
mottryck, kraftvärmeverk	2010M10	977
mottryck, kraftvärmeverk	2010M11	1421
mottryck, kraftvärmeverk	2010M12	1694
mottryck, kraftvärmeverk	2011M01	1618
mottryck, kraftvärmeverk	2011M02	1569
mottryck, kraftvärmeverk	2011M03	1545
mottryck, kraftvärmeverk	2011M04	894
mottryck, kraftvärmeverk	2011M05	597
mottryck, kraftvärmeverk	2011M06	244
mottryck, kraftvärmeverk	2011M07	154
mottryck, kraftvärmeverk	2011M08	153
mottryck, kraftvärmeverk	2011M09	294
mottryck, kraftvärmeverk	2011M10	567
mottryck, kraftvärmeverk	2011M11	1034
mottryck, kraftvärmeverk	2011M12	1183
mottryck, kraftvärmeverk	2012M01	1400
mottryck, kraftvärmeverk	2012M02	1441
mottryck, kraftvärmeverk	2012M03	998
mottryck, kraftvärmeverk	2012M04	745
mottryck, kraftvärmeverk	2012M05	420
mottryck, kraftvärmeverk	2012M06	230
mottryck, kraftvärmeverk	2012M07	135
mottryck, kraftvärmeverk	2012M08	168
mottryck, kraftvärmeverk	2012M09	343
mottryck, kraftvärmeverk	2012M10	619
mottryck, kraftvärmeverk	2012M11	785
mottryck, kraftvärmeverk	2012M12	1383
mottryck, kraftvärmeverk	2013M01	1416
mottryck, kraftvärmeverk	2013M02	1308
mottryck, kraftvärmeverk	2013M03	1399
mottryck, kraftvärmeverk	2013M04	878
mottryck, kraftvärmeverk	2013M05	389
mottryck, kraftvärmeverk	2013M06	212
mottryck, kraftvärmeverk	2013M07	166
mottryck, kraftvärmeverk	2013M08	128
mottryck, kraftvärmeverk	2013M09	363
mottryck, kraftvärmeverk	2013M10	557
mottryck, kraftvärmeverk	2013M11	869
mottryck, kraftvärmeverk	2013M12	935
mottryck, kraftvärmeverk	2014M01	1119
mottryck, kraftvärmeverk	2014M02	954
mottryck, kraftvärmeverk	2014M03	785
mottryck, kraftvärmeverk	2014M04	544
mottryck, kraftvärmeverk	2014M05	419
mottryck, kraftvärmeverk	2014M06	213
mottryck, kraftvärmeverk	2014M07	125
mottryck, kraftvärmeverk	2014M08	135
mottryck, kraftvärmeverk	2014M09	262
mottryck, kraftvärmeverk	2014M10	525
mottryck, kraftvärmeverk	2014M11	774
mottryck, kraftvärmeverk	2014M12	1040
mottryck, kraftvärmeverk	2015M01	1204
mottryck, kraftvärmeverk	2015M02	1092
mottryck, kraftvärmeverk	2015M03	815
mottryck, kraftvärmeverk	2015M04	619
mottryck, kraftvärmeverk	2015M05	471
mottryck, kraftvärmeverk	2015M06	210
mottryck, kraftvärmeverk	2015M07	156
mottryck, kraftvärmeverk	2015M08	153
mottryck, kraftvärmeverk	2015M09	249
mottryck, kraftvärmeverk	2015M10	497
mottryck, kraftvärmeverk	2015M11	760
mottryck, kraftvärmeverk	2015M12	885
mottryck, kraftvärmeverk	2016M01	1275
mottryck, kraftvärmeverk	2016M02	1057
mottryck, kraftvärmeverk	2016M03	884
mottryck, kraftvärmeverk	2016M04	594
mottryck, kraftvärmeverk	2016M05	366
mottryck, kraftvärmeverk	2016M06	231
mottryck, kraftvärmeverk	2016M07	192
mottryck, kraftvärmeverk	2016M08	169
mottryck, kraftvärmeverk	2016M09	228
mottryck, kraftvärmeverk	2016M10	662
mottryck, kraftvärmeverk	2016M11	1037
mottryck, kraftvärmeverk	2016M12	1118
mottryck, kraftvärmeverk	2017M01	1110
mottryck, kraftvärmeverk	2017M02	1059
mottryck, kraftvärmeverk	2017M03	997
mottryck, kraftvärmeverk	2017M04	783
mottryck, kraftvärmeverk	2017M05	489
mottryck, kraftvärmeverk	2017M06	256
mottryck, kraftvärmeverk	2017M07	185
mottryck, kraftvärmeverk	2017M08	191
mottryck, kraftvärmeverk	2017M09	331
mottryck, kraftvärmeverk	2017M10	612
mottryck, kraftvärmeverk	2017M11	851
mottryck, kraftvärmeverk	2017M12	1003
mottryck, kraftvärmeverk	2018M01	1113
mottryck, kraftvärmeverk	2018M02	1102
mottryck, kraftvärmeverk	2018M03	1083
mottryck, kraftvärmeverk	2018M04	656
mottryck, kraftvärmeverk	2018M05	347
mottryck, kraftvärmeverk	2018M06	247
mottryck, kraftvärmeverk	2018M07	184
mottryck, kraftvärmeverk	2018M08	183
mottryck, kraftvärmeverk	2018M09	359
mottryck, kraftvärmeverk	2018M10	654
mottryck, kraftvärmeverk	2018M11	914
mottryck, kraftvärmeverk	2018M12	1295
mottryck, kraftvärmeverk	2019M01	1435
mottryck, kraftvärmeverk	2019M02	1107
mottryck, kraftvärmeverk	2019M03	1088
mottryck, kraftvärmeverk	2019M04	774
mottryck, kraftvärmeverk	2019M05	481
mottryck, kraftvärmeverk	2019M06	214
mottryck, kraftvärmeverk	2019M07	191
mottryck, kraftvärmeverk	2019M08	196
mottryck, kraftvärmeverk	2019M09	313
mottryck, kraftvärmeverk	2019M10	638
mottryck, kraftvärmeverk	2019M11	822
mottryck, kraftvärmeverk	2019M12	879
mottryck, kraftvärmeverk	2020M01	810
mottryck, kraftvärmeverk	2020M02	719
mottryck, kraftvärmeverk	2020M03	655
mottryck, kraftvärmeverk	2020M04	362
mottryck, kraftvärmeverk	2020M05	296
mottryck, kraftvärmeverk	2020M06	209
mottryck, kraftvärmeverk	2020M07	222
